地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
朝阳-常营-富力阳光美园,西北,整租,3室1厅1卫,中楼层（27层）,89.00㎡,6800,链家,"官方核验,精装",0
西城-月坛-阜成门外大街甲40号,北,合租,3居室,低楼层（6层）,14.20㎡,3530,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
顺义-中央别墅区-会展誉景,东南,整租,4房间2卫,高楼层（13层）,188.00㎡,17500,链家,"官方核验,精装,双卫生间",0
东城-天坛-前门前,南,整租,3房间1卫,高楼层（8层）,98.38㎡,12000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-望京-南湖中园二区,南北,整租,2室1厅1卫,低楼层（6层）,68.00㎡,5600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
石景山-苹果园-模式口西里,南北,整租,2室1厅1卫,高楼层（6层）,60.00㎡,4200,链家,"官方核验,近地铁,集中供暖",0
通州-通州其它-城市之光·东望,南北,整租,4室1厅2卫,中楼层（18层）,126.00㎡,8350,链家,"官方核验,精装,集中供暖,双卫生间",0
顺义-顺义其它-东方太阳城,南北,整租,2室2厅2卫,中楼层（6层）,121.00㎡,5200,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
顺义-后沙峪-江山赋,南北,整租,2室1厅1卫,低楼层（9层）,89.00㎡,6000,链家,"官方核验,近地铁,精装",0
朝阳-四惠-通惠家园,南北,整租,4室2厅2卫,高楼层（7层）,156.00㎡,11000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
西城-马甸-新外大街甲8号院,南北,整租,2室1厅1卫,中楼层（5层）,45.70㎡,6900,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-望京-望京新城,南,合租,4居室,低楼层（20层）,17.00㎡,3590,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
通州-马驹桥-合生世界花园,南北,整租,3室1厅3卫,中楼层（18层）,155.57㎡,6300,链家,"官方核验,精装,集中供暖",0
顺义-后沙峪-国门智慧城,东南,整租,5房间1卫,高楼层（9层）,76.00㎡,6600,链家,"官方核验,精装,集中供暖",0
海淀-万寿路-万寿路8号院,南,整租,3室1厅1卫,低楼层（16层）,70.00㎡,9500,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-顺义城-双兴南区,南北,整租,3室2厅2卫,中楼层（6层）,107.00㎡,4000,链家,"官方核验,集中供暖,双卫生间",0
朝阳-双井-首城国际A区,东,整租,1室1厅1卫,低楼层（28层）,47.00㎡,5700,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-马连洼-裕和嘉园,南,合租,3居室,高楼层（9层）,9.70㎡,2990,自如,"公寓,精装,押一付一,随时看房",1
海淀-西三旗-建材城东一里,南北,整租,2室1厅1卫,中楼层（7层）,59.71㎡,5000,链家,"官方核验,精装,集中供暖",0
朝阳-酒仙桥-将府家园,北,合租,4居室,高楼层（20层）,15.00㎡,2960,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
通州-通州北苑-通典铭居,东南,整租,3室2厅2卫,中楼层（25层）,118.00㎡,7000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
海淀-军博-铁东小区,西,整租,2室1厅1卫,低楼层（11层）,60.80㎡,6800,链家,"官方核验,精装,集中供暖,随时看房",0
大兴-高米店-华远西红世商业,南,整租,2房间1卫,高楼层（12层）,48.65㎡,4000,链家,"官方核验,精装,集中供暖",0
朝阳-双井-苹果社区南区,南,整租,2室2厅2卫,中楼层（27层）,112.00㎡,12000,链家,"官方核验,精装,集中供暖,双卫生间",0
东城-永定门-华龙IN巷,北,整租,1室1厅1卫,中楼层（17层）,41.00㎡,5100,链家,"官方核验,近地铁,精装,随时看房",0
丰台-新宫-阳光星苑北区,南,整租,2室1厅1卫,中楼层（16层）,65.00㎡,4400,链家,"官方核验,集中供暖",0
朝阳-双桥-温泉北里,南北,整租,2室1厅1卫,低楼层（6层）,75.00㎡,4000,链家,"官方核验,精装,集中供暖",0
大兴-枣园-首邑溪谷,南,合租,3居室,中楼层（14层）,16.10㎡,1960,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
石景山-鲁谷-永乐东区,南,整租,1室1厅1卫,高楼层（6层）,47.00㎡,4200,链家,"官方核验,近地铁,集中供暖",0
怀柔-怀柔-新贤家园,东北,整租,2室1厅1卫,中楼层（11层）,72.00㎡,2800,链家,"官方核验,集中供暖",0
亦庄开发区-亦庄-林肯公园B区,东南,整租,5房间2卫,中楼层（22层）,169.31㎡,12500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
门头沟-大峪-新桥路小区,南,整租,2室1厅1卫,低楼层（6层）,55.20㎡,3000,链家,"官方核验,集中供暖,随时看房",0
西城-金融街-石灯胡同6号院,南,整租,1室1厅1卫,中楼层（6层）,38.00㎡,7153,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-军博-乔建里,南,整租,1室1厅1卫,高楼层（6层）,41.30㎡,5600,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-四惠-京棉新城A1区,东南,整租,2室1厅1卫,低楼层（28层）,89.00㎡,6800,链家,"官方核验,集中供暖",0
亦庄开发区-亦庄-富源里,南,整租,1室1厅1卫,中楼层（6层）,63.82㎡,4200,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,随时看房",0
东城-朝阳门内-豆瓣胡同,南北,整租,3室1厅1卫,低楼层（12层）,85.88㎡,12700,链家,"官方核验,近地铁,集中供暖",0
昌平-天通苑-天通苑四区,北,合租,5居室,高楼层（6层）,11.50㎡,1930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-芍药居-芍药居甲2号院,北,合租,4居室,高楼层（18层）,8.60㎡,2660,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0
通州-临河里-久居雅园,南,整租,2室1厅1卫,高楼层（12层）,76.47㎡,3800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-定福庄-定福庄北里1号院,南北,整租,3室1厅1卫,中楼层（6层）,66.00㎡,5600,链家,"官方核验,集中供暖,随时看房",0
丰台-青塔-东海仪园,南,整租,1室1厅1卫,低楼层（15层）,61.00㎡,4300,链家,"官方核验,精装",0
石景山-鲁谷-鲁谷路74号院,北,合租,3居室,高楼层（5层）,15.10㎡,2830,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-和平里-和平街西苑,南北,整租,3室1厅1卫,中楼层（7层）,105.00㎡,13600,链家,"官方核验,近地铁,精装,集中供暖",0
昌平-鼓楼大街-金隅万科城一期,东南,整租,2室1厅1卫,高楼层（28层）,87.47㎡,5000,链家,"官方核验,精装,集中供暖,随时看房",0
顺义-中央别墅区-天裕昕园东区,南北,整租,3室2厅1卫,中楼层（16层）,147.00㎡,8200,链家,"官方核验,精装",0
石景山-苹果园-西山奥园,南,合租,3居室,高楼层（21层）,10.10㎡,2330,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
昌平-东关-北京风景68号院,南北,整租,3室2厅2卫,低楼层（9层）,124.00㎡,6200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
丰台-大红门-洋桥职工住宅,北,合租,4居室,中楼层（21层）,10.90㎡,2690,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
昌平-天通苑-天通西苑一区,北,合租,4居室,中楼层（13层）,15.32㎡,2490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
西城-月坛-二七剧场路,东南,整租,1室1厅1卫,低楼层（23层）,44.00㎡,6400,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
亦庄开发区-亦庄河西区-南海雅苑南区,东,整租,1室1厅1卫,高楼层（16层）,60.76㎡,3500,链家,"官方核验,精装,集中供暖,随时看房",0
西城-宣武门-前门西大街,南,整租,1室1厅1卫,中楼层（11层）,37.27㎡,6990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-北苑-中国铁建广场,南,整租,2房间1卫,低楼层（27层）,76.90㎡,13600,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-万寿路-万寿路西街11号院,东西,整租,1室1厅1卫,低楼层（6层）,55.76㎡,6500,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-安贞-安贞西里,北,合租,3居室,低楼层（16层）,9.30㎡,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
西城-六铺炕-德外大街12号院,北,整租,1室1厅1卫,低楼层（20层）,46.10㎡,6800,链家,"官方核验,业主自荐,近地铁,精装,随时看房",0
大兴-黄村中-阳光乐府,南北,整租,3室2厅2卫,高楼层（15层）,114.70㎡,6200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
昌平-回龙观-风雅园一区,南,合租,3居室,低楼层（6层）,12.70㎡,2430,自如,"公寓,近地铁,精装,押一付一,随时看房",0
石景山-杨庄-西现代城,东南,整租,3室1厅1卫,中楼层（18层）,116.93㎡,7700,链家,"官方核验,近地铁,集中供暖,随时看房",0
顺义-顺义城-石园北区,南北,整租,4室1厅1卫,高楼层（6层）,110.00㎡,3300,链家,"官方核验,集中供暖",0
朝阳-工体-幸福二村,南,整租,2室1厅1卫,中楼层（6层）,55.00㎡,7000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-四惠-爱这城三期,南北,整租,2室1厅1卫,高楼层（18层）,101.13㎡,10000,链家,"官方核验,精装,集中供暖",0
东城-东直门-东中街,东,合租,4居室,中楼层（9层）,10.08㎡,3160,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
丰台-西罗园-西罗园二区,南,整租,1室1厅1卫,中楼层（14层）,57.00㎡,4800,链家,"官方核验,集中供暖,随时看房",0
昌平-回龙观-龙锦苑五区,南北,整租,2室1厅1卫,高楼层（6层）,96.45㎡,6000,链家,"官方核验,精装,随时看房",0
海淀-中关村-科育小区,南,整租,2室1厅1卫,中楼层（5层）,56.00㎡,7500,链家,"官方核验,近地铁,集中供暖",0
朝阳-朝青-珠江罗马嘉园东区,南,合租,3居室,高楼层（17层）,8.40㎡,2730,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
大兴-旧宫-东亚五环国际,西北,整租,3房间1卫,中楼层（19层）,93.00㎡,5500,链家,"官方核验,集中供暖",0
海淀-海淀北部新区-图景嘉园,南,合租,3居室,高楼层（19层）,10.80㎡,2960,自如,"公寓,精装,押一付一",0
东城-和平里-甘水桥,南,整租,2室1厅1卫,高楼层（5层）,54.90㎡,6800,链家,"官方核验,近地铁,精装,集中供暖",0
丰台-七里庄-北大街北里,南北,整租,3室1厅1卫,高楼层（6层）,73.53㎡,5800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
昌平-北七家-王府公寓,东南北,整租,2室1厅1卫,中楼层（5层）,103.03㎡,4000,链家,"官方核验,月租,集中供暖,随时看房",0
海淀-六里桥-橙色年代,东南,整租,2房间1卫,低楼层（24层）,59.48㎡,4900,链家,"官方核验,随时看房",0
海淀-田村-雅世合金公寓,东北,整租,2室1厅1卫,中楼层（9层）,86.00㎡,9500,链家,"官方核验,精装",0
朝阳-北苑-美立方,西,整租,2房间1卫,中楼层（13层）,58.00㎡,6000,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-石佛营-八里庄北里小区,南,合租,3居室,高楼层（6层）,13.10㎡,2930,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
石景山-苹果园-雍景山岚,南北,整租,2室1厅1卫,低楼层（17层）,87.81㎡,7000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-双桥-远洋一方北润园,南,合租,4居室,高楼层（18层）,16.20㎡,2230,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",1
海淀-五道口-展春园,南,整租,1室1厅1卫,中楼层（6层）,44.00㎡,6700,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
丰台-丽泽-前泥洼小区,东南,整租,2室1厅1卫,低楼层（6层）,45.70㎡,5760,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
海淀-学院路-清林苑,南北,整租,3室2厅2卫,低楼层（7层）,164.00㎡,14500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-定福庄-天泰定福苑,南北,整租,1室1厅1卫,高楼层（6层）,58.00㎡,4000,链家,"官方核验,近地铁,精装,随时看房",0
昌平-天通苑-天通苑北二区,东北,整租,2室1厅1卫,低楼层（15层）,101.00㎡,6600,链家,"官方核验,精装,集中供暖",0
丰台-万源-万源南里,南北,整租,2室1厅1卫,高楼层（6层）,77.19㎡,3900,链家,"官方核验,近地铁,集中供暖",0
西城-阜成门-阜成门外北四巷,南北,整租,3室1厅1卫,中楼层（5层）,98.00㎡,12500,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-苏州桥-紫金庄园,东南,整租,1室1厅1卫,中楼层（22层）,63.00㎡,7500,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-朝青-国美第一城2号院,西北,合租,4居室,中楼层（27层）,10.40㎡,2490,自如,"公寓,精装,集中供暖,押一付一",1
海淀-马连洼-柳浪家园东里,北,合租,3居室,低楼层（10层）,9.35㎡,2690,自如,"公寓,精装,押一付一,随时看房",0
朝阳-甘露园-都市经典家园,西北,合租,4居室,低楼层（24层）,7.40㎡,2090,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
房山-长阳-碧波园,南北,整租,3室1厅2卫,高楼层（6层）,129.94㎡,4300,链家,"官方核验,近地铁,精装,双卫生间,随时看房",0
西城-宣武门-四合上院,东西,整租,4室2厅3卫,高楼层（13层）,194.00㎡,36000,链家,"官方核验,近地铁,精装,集中供暖",0
丰台-科技园区-御景春天A区,西,整租,1室1厅1卫,高楼层（21层）,48.52㎡,4760,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
海淀-万寿路-万寿路甲2号院,东西北,整租,3室1厅2卫,中楼层（14层）,116.00㎡,16000,链家,"官方核验,精装,集中供暖,双卫生间",0
西城-西单-西黄城根45号院,南,整租,1室1厅1卫,中楼层（6层）,46.80㎡,8300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-潞苑-通瑞嘉苑东区,南,合租,3居室,低楼层（26层）,8.10㎡,1460,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-亚运村小营-欧陆经典,东,整租,1室1厅1卫,中楼层（21层）,84.49㎡,7300,链家,"官方核验,近地铁,集中供暖,随时看房",0
亦庄开发区-亦庄-听涛雅苑,东西,整租,3室2厅2卫,中楼层（8层）,137.09㎡,7600,链家,"官方核验,集中供暖,双卫生间",0
海淀-苏州桥-稻香园,南,合租,2居室,中楼层（6层）,9.10㎡,3762,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0
海淀-清河-怡清园,南北,整租,2室1厅1卫,低楼层（6层）,95.15㎡,7100,链家,"官方核验,近地铁,集中供暖,随时看房",0
大兴-科技园区-长丰园三区,南,合租,3居室,高楼层（6层）,17.83㎡,2660,自如,"公寓,独立卫生间,月租,精装,集中供暖,押一付一,随时看房",0
通州-潞苑-珠江国际城八区,南北,整租,4室2厅3卫,中楼层（5层）,219.23㎡,11000,链家,"官方核验,精装,随时看房",0
房山-良乡-远洋新仕界,东,整租,2房间1卫,低楼层（15层）,40.00㎡,2900,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
西城-金融街-佟麟阁路62号院,东南,整租,1室1厅1卫,高楼层（16层）,46.60㎡,7800,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-马坡-中铁花溪渡,南北,整租,4室2厅3卫,高楼层（5层）,238.00㎡,9500,链家,"官方核验,精装,集中供暖",0
顺义-顺义城-龙府花园,南北,整租,2室1厅1卫,高楼层（6层）,81.00㎡,3300,链家,"官方核验,集中供暖,随时看房",0
海淀-安宁庄-毛纺住宅北小区,东,整租,2室1厅1卫,低楼层（14层）,75.50㎡,7160,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-团结湖-团结湖北三条,北,合租,3居室,高楼层（5层）,7.40㎡,2760,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一",1
海淀-紫竹桥-主语家园,南北,整租,4室2厅2卫,高楼层（11层）,260.00㎡,42000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
丰台-方庄-紫芳园二区香园,南北,整租,3室2厅2卫,低楼层（11层）,138.21㎡,14500,链家,"官方核验,集中供暖,双卫生间",0
朝阳-双桥-东一时区,南,整租,1室1厅1卫,中楼层（15层）,48.00㎡,5160,自如,"公寓,精装,集中供暖,押一付一",1
海淀-五棵松-金沟河3号院,西南,合租,3居室,低楼层（6层）,22.00㎡,3490,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-三元桥-尚家楼48号院,西南,合租,3居室,高楼层（12层）,9.60㎡,2760,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
顺义-马坡-香悦四季东区,南北,整租,4室2厅3卫,低楼层（2层）,230.13㎡,20000,链家,"官方核验,精装",0
东城-安定门-安德路47号院,东,整租,1室1厅1卫,中楼层（6层）,36.70㎡,5000,链家,"官方核验,近地铁,精装,集中供暖",0
东城-东四-西仓门胡同,南北,整租,2室1厅1卫,低楼层（1层）,35.00㎡,7000,链家,"官方核验,近地铁,精装",0
通州-马驹桥-合生世界花园,北,整租,2房间1卫,高楼层（12层）,60.00㎡,3200,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-西北旺-东馨园,南,合租,4居室,高楼层（6层）,18.00㎡,2900,中润置家,"租住保障,公寓,独立阳台,集中供暖,随时看房",1
通州-武夷花园-京贸中心,南,整租,1室1厅1卫,高楼层（24层）,63.00㎡,2800,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-欢乐谷-北京华侨城1号院,西北,整租,1室1厅1卫,低楼层（32层）,64.47㎡,7800,链家,"官方核验,近地铁,精装,集中供暖",0
密云-密云镇-海阔水岸花墅,南,整租,4室1厅3卫,高楼层（4层）,132.67㎡,6500,链家,"官方核验,精装,随时看房",0
西城-牛街-春风胡同社区,南,整租,1室1厅1卫,中楼层（5层）,45.44㎡,6590,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-东大桥-旺座中心公寓,东,整租,1室1厅1卫,低楼层（30层）,114.34㎡,15000,链家,"官方核验,精装,集中供暖",0
朝阳-红庙-延静里中街,南,合租,2居室,中楼层（4层）,16.70㎡,3490,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
密云-果园街道-果园西里,南北,整租,2室2厅2卫,中楼层（6层）,95.20㎡,1980,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
大兴-高米店-骏城,北,合租,5居室,高楼层（6层）,19.26㎡,1790,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
石景山-鲁谷-北重西厂,南北,整租,2室1厅1卫,中楼层（6层）,68.00㎡,4700,链家,"官方核验,精装,集中供暖,随时看房",0
昌平-回龙观-田园风光雅苑,南北,整租,2室1厅1卫,中楼层（6层）,99.00㎡,5300,链家,"官方核验,近地铁,精装,随时看房",0
朝阳-十里堡-京棉新城,西,合租,3居室,高楼层（28层）,10.50㎡,2660,自如,"公寓,精装,集中供暖,押一付一",0
顺义-顺义其它-北京乡村高尔夫别墅,南北,整租,7室2厅4卫,低楼层（3层）,381.19㎡,16000,链家,"官方核验,精装",0
海淀-学院路-逸成东苑,南,合租,3居室,低楼层（22层）,12.20㎡,3390,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
丰台-卢沟桥-晓月苑五里,东南,整租,2室1厅1卫,低楼层（22层）,86.00㎡,4200,链家,"官方核验,精装,随时看房",0
房山-良乡-西潞园一里,南,整租,1室1厅1卫,低楼层（6层）,39.73㎡,2000,链家,"官方核验,集中供暖,随时看房",0
朝阳-甜水园-水碓子东路,南,整租,2室1厅1卫,高楼层（5层）,60.78㎡,7860,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
东城-和平里-和平里七区,南,整租,1室1厅1卫,高楼层（6层）,45.83㎡,5300,链家,"官方核验,集中供暖,随时看房",0
海淀-四季青-常青园一区,东,合租,3居室,高楼层（14层）,9.00㎡,3230,自如,"公寓,月租,精装,集中供暖,押一付一",1
东城-陶然亭-中海紫御公馆,西北,整租,1室2厅1卫,高楼层（17层）,67.00㎡,8000,链家,"官方核验,精装,集中供暖",0
石景山-鲁谷-远洋山水,南,整租,2室2厅1卫,高楼层（26层）,118.25㎡,7500,链家,"官方核验,精装,集中供暖,随时看房",0
亦庄开发区-亦庄-小康家园,南北,整租,3室1厅1卫,低楼层（6层）,103.00㎡,5300,链家,"官方核验,集中供暖,随时看房",0
顺义-顺义城-龙泉苑小区,南,合租,3居室,低楼层（11层）,15.00㎡,1500,宇昊公寓,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
昌平-霍营-华龙苑中里,南北,整租,2室1厅1卫,中楼层（6层）,56.36㎡,5200,链家,"官方核验,近地铁,集中供暖",0
昌平-北七家-名佳花园一区,南,合租,5居室,高楼层（7层）,20.00㎡,1930,自如,"公寓,精装,押一付一,随时看房",1
海淀-海淀北部新区-大牛坊三期,南,合租,3居室,低楼层（10层）,11.20㎡,2460,自如,"公寓,精装,押一付一",1
朝阳-朝阳门外-东大桥路,南,整租,1室1厅1卫,高楼层（17层）,57.57㎡,7590,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-朝阳门外-芳草地北巷,东,合租,2居室,高楼层（5层）,8.79㎡,3530,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
亦庄开发区-亦庄-一品亦庄,南北,整租,2室1厅1卫,中楼层（11层）,116.00㎡,7500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-大望路-后现代城B区,南,整租,1室1厅1卫,中楼层（14层）,63.15㎡,7490,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-马甸-鼓楼外大街1、3号楼,东南,整租,1室1厅1卫,低楼层（16层）,46.00㎡,6500,链家,"官方核验,近地铁,精装,集中供暖",0
东城-崇文门-国瑞城中区,东,整租,2室1厅1卫,低楼层（16层）,67.01㎡,8500,链家,"官方核验,精装,集中供暖",0
海淀-牡丹园-龙翔路小区,北,合租,3居室,低楼层（7层）,10.00㎡,2588,中天置地,"公寓,随时看房",1
亦庄开发区-亦庄河西区-亦庄金茂府,南北,整租,3室2厅2卫,低楼层（17层）,150.00㎡,15500,链家,"官方核验,精装,集中供暖,双卫生间",0
房山-长阳-金隅糖,南西,整租,2房间1卫,高楼层（14层）,47.00㎡,2600,链家,"官方核验,精装,集中供暖",0
大兴-瀛海-德宏景苑东区,南,整租,2室1厅1卫,低楼层（15层）,70.19㎡,4730,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
亦庄开发区-亦庄-林肯公园C区,西南,整租,5房间2卫,高楼层（21层）,165.00㎡,12000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
西城-金融街-新文化街,东北,整租,3室1厅1卫,高楼层（16层）,77.70㎡,12800,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-北苑-旭辉奥都,南,整租,3房间1卫,中楼层（27层）,89.17㎡,7200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
东城-和平里-和平新城一期,东,整租,1室1厅1卫,高楼层（20层）,63.00㎡,7248,自如,"公寓,月租,精装,押一付一,随时看房",0
西城-金融街-丰融园,东南北,整租,5室2厅3卫,低楼层（8层）,219.50㎡,60000,链家,"官方核验,近地铁,集中供暖",0
朝阳-望京-花家地小区,南北,整租,2室1厅1卫,高楼层（6层）,55.03㎡,5600,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-酒仙桥-驼房营南里,南,合租,3居室,中楼层（6层）,8.35㎡,2230,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-健翔桥-华严北里小区,南,合租,3居室,中楼层（18层）,10.76㎡,3090,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-垡头-翠成馨园B区,南,合租,4居室,高楼层（6层）,18.70㎡,2512,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
大兴-黄村中-清澄名苑北区,南,整租,2室1厅1卫,中楼层（19层）,85.63㎡,5200,链家,"官方核验,近地铁,集中供暖",0
海淀-军博-复兴路乙6号院,东,整租,2室1厅1卫,中楼层（16层）,55.10㎡,8960,自如,"公寓,精装,集中供暖,押一付一",0
朝阳-朝青-青年汇佳园,南北,整租,3室1厅2卫,高楼层（14层）,118.00㎡,10800,链家,"官方核验,业主自荐,近地铁,精装,双卫生间",0
顺义-马坡-中建宸庐,南北,整租,4室3厅3卫,低楼层（10层）,115.21㎡,8000,链家,"官方核验,精装,集中供暖",0
朝阳-望京-望京新城,西南,合租,3居室,低楼层（27层）,11.70㎡,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
昌平-天通苑-天通苑中苑,北,合租,4居室,高楼层（7层）,13.00㎡,2030,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
海淀-四季青-望河园,南,合租,3居室,低楼层（17层）,8.80㎡,3330,自如,"公寓,月租,精装,独立阳台,押一付一",1
通州-武夷花园-运河明珠,南北,整租,3室1厅2卫,低楼层（29层）,153.00㎡,8200,链家,"官方核验,近地铁,集中供暖,双卫生间",0
海淀-紫竹桥-西三环北路101号院,东南,整租,2室2厅1卫,低楼层（16层）,55.60㎡,6700,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-顺义城-建新北区,南北,整租,2室1厅1卫,中楼层（5层）,53.00㎡,3000,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-海淀北部新区-唐家岭新城,南,合租,3居室,高楼层（19层）,11.00㎡,2860,自如,"公寓,精装,押一付一,随时看房",0
亦庄开发区-亦庄-国融国际,北,整租,1室0厅1卫,中楼层（21层）,33.00㎡,2800,链家,"官方核验,近地铁,集中供暖",0
昌平-回龙观-融泽嘉园东一路8号院,南,整租,1室1厅1卫,高楼层（28层）,66.00㎡,6300,链家,"官方核验,精装,集中供暖,随时看房",0
通州-通州其它-融科千章墅,南北,整租,4室3厅4卫,低楼层（4层）,392.14㎡,32000,链家,官方核验,0
朝阳-豆各庄-富力又一城C区,南,整租,1房间1卫,高楼层（18层）,56.00㎡,4700,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-顺义城-石景苑,东南,整租,2室1厅1卫,高楼层（15层）,97.00㎡,3800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-亚运村小营-育慧里二区,南北,整租,3室1厅1卫,低楼层（6层）,88.35㎡,9500,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-双井-双花园西里,南,合租,3居室,高楼层（6层）,12.40㎡,2930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
大兴-黄村火车站-车站北里,南,整租,2室1厅1卫,高楼层（6层）,58.24㎡,3860,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
昌平-沙河-豆各庄小区,南,合租,4居室,中楼层（5层）,16.00㎡,2160,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
西城-天宁寺-天宁寺前街南里,西,整租,1室1厅1卫,中楼层（5层）,39.45㎡,5000,链家,"官方核验,业主自荐,近地铁,集中供暖",0
西城-月坛-三里河北街5号院,西北,整租,1室1厅1卫,低楼层（18层）,47.80㎡,8000,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-南沙滩-南沙滩小区,南北,整租,2室1厅1卫,低楼层（6层）,53.28㎡,6000,链家,"官方核验,近地铁,集中供暖",0
朝阳-双井-时代国际嘉园,南,整租,2室1厅1卫,低楼层（21层）,109.60㎡,10300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-公主坟-普惠南里,南,整租,1室1厅1卫,高楼层（6层）,41.10㎡,5300,链家,"官方核验,集中供暖,随时看房",0
